253526,146403
266632,74990
24885,179844
260485,114494
143451,261720
121735,226260
206219,243727
272971,70678
293415,38374
319894,84522
124037,244228
35895,178603
149753,128095
198338,170980
37444,242763
136842,211146
301944,23220
134312,218799
235775,194404
75742,181142
320493,151265
226455,159125
239975,290361
293125,157168
5990,271501
219017,191809
163817,99626
79653,192678
237151,194319
275913,316725
165444,47176
92075,144407
235072,227263
238257,205031
152603,45154
207945,212262
303230,188348
160369,285427
220686,175007
38819,304712
220379,131289
170800,256402
115891,64841
290870,84106
189816,81525
52827,253026
275378,244236
30966,44011
261227,290709
318843,190591
28473,64740
63394,209887
300913,295773
14713,183324
25164,108397
223970,17605
174999,66347
163964,118947
31206,277030
70862,97695
292996,42578
271958,196378
10518,99972
91312,267078
38475,25130
283637,50876
111382,187700
160021,155481
152996,12315
93208,121987
98439,117732
158947,97414
223214,209716
273397,32993
5815,225098
38789,194563
38694,293736
274637,15287
275267,79826
225377,7150
52114,88905
96634,163759
1159,110069
227280,93284
98632,137561
223903,138428
80577,61294
76638,307953
261714,176124
257151,174505
224444,191307
281406,278950
148498,302281
220906,44463
167610,206227
34458,100362
205224,107496
94512,9026
311420,18389
171083,258107
