12425,19494
28067,5983
8903,6937
16092,11668
19275,3536
2710,12927
6523,446
18571,12712
4061,6297
448,25496
8755,10002
13630,20107
1356,26731
19026,21619
8006,25326
24673,23393
1697,10027
26824,26291
13825,27102
9193,10975
2469,804
13637,66
25144,12206
17284,9705
10580,9107
11267,17285
27491,23592
21379,16544
13256,14024
16980,3255
23333,21683
2438,11976
16236,347
513,8202
28006,22617
6865,10790
8398,17980
9593,21826
22512,16325
120,19266
18861,21518
14648,11296
1265,1305
10513,20221
19685,19358
687,24832
26628,22114
22840,15676
5124,1400
4101,22392
10150,20213
24382,4481
20538,10174
5117,6758
24033,21294
21184,22409
15163,20051
14926,7705
17567,26454
17771,4917
27250,5893
3761,15371
4473,16630
25910,3468
24551,13905
1558,14688
20505,12624
11044,8179
17314,23528
9491,4392
9481,4241
16585,6617
14420,24460
28150,8718
9235,23945
19645,3895
23753,7776
12404,9178
26182,21921
15802,27761
27025,20876
22599,19502
10978,25262
7571,11622
20533,11461
26132,2383
10628,24530
11862,16789
23470,6701
15275,16587
22605,13343
1499,26820
17096,7357
25255,19368
899,19460
17171,22649
14804,13753
19470,14958
1267,18402
3593,160
