863,408
874,24
750,399
516,931
197,649
459,818
580,233
655,425
499,755
176,564
219,645
601,265
749,425
975,8
899,366
425,401
773,999
513,891
604,27
623,397
490,28
838,491
115,498
23,881
697,694
43,700
444,108
384,132
103,421
276,20
150,305
67,112
921,97
934,612
576,428
118,264
928,202
413,388
790,244
282,421
645,1003
950,693
803,471
864,662
812,197
202,85
595,898
448,313
879,751
825,46
601,121
673,838
424,469
371,648
1000,377
217,174
707,266
946,564
612,999
397,901
71,703
1006,857
364,796
751,38
388,669
526,644
948,902
984,894
743,77
900,547
579,661
245,867
1007,475
1006,127
343,879
315,645
456,282
496,964
860,86
655,1014
993,355
903,106
244,650
547,958
832,803
993,88
561,261
25,822
167,186
222,14
625,782
316,774
213,231
392,780
142,534
28,1024
201,784
721,666
233,564
363,23
